Suburb,SellerG,CouncilArea,Type,BuildingArea,Rooms,Propertycount,Lattitude,Longtitude,Distance,YearBuilt,Car,Postcode,airbnb_price_median,airbnb_weekly_price_median,airbnb_monthly_price_median
Mulgrave,Ray,,t,129.0,3,7113.0,-37.93211,145.18955,18.8,2015.0,1.0,3170.0,42.0,,
Mulgrave,Ray,,h,224.0,4,7113.0,-37.92979,145.2036,18.8,1985.0,2.0,3170.0,42.0,,
Newport,Greg,,t,196.0,4,5498.0,-37.84815,144.86866,6.2,2016.0,2.0,3015.0,96.0,559.5,1974.0
Niddrie,Frank,,h,,2,2291.0,-37.73612,144.88474,10.4,,0.0,3042.0,65.0,400.0,1550.0
Niddrie,Nelson,,h,,5,2291.0,-37.74269,144.88607,10.4,,2.0,3042.0,65.0,400.0,1550.0
North Melbourne,Nelson,,h,,2,6821.0,-37.80318,144.94513,1.8,1880.0,0.0,3051.0,100.0,688.5,2646.0
North Melbourne,Nelson,,h,,3,6821.0,-37.80452,144.95718,1.8,,3.0,3051.0,100.0,688.5,2646.0
North Melbourne,Nelson,,h,,3,6821.0,-37.79614,144.94248000000005,1.8,,1.0,3051.0,100.0,688.5,2646.0
Northcote,Love,,h,,2,11364.0,-37.77816,144.99995,5.3,,0.0,3070.0,91.0,520.0,2200.0
Northcote,McGrath,,h,,4,11364.0,-37.76969,145.00718,5.3,,4.0,3070.0,91.0,520.0,2200.0
Oakleigh,Woodards,,h,175.0,4,3224.0,-37.9073,145.0962,12.3,1940.0,2.0,3166.0,60.0,350.0,1358.5
Oakleigh South,Buxton,,h,,3,3692.0,-37.92021,145.10442,15.5,,4.0,3167.0,46.0,,
Ormond,Marshall,,h,245.0,5,3578.0,-37.90422,145.02827,11.4,1980.0,4.0,3204.0,71.0,590.0,2251.0
Parkdale,Hodges,,u,,2,5087.0,-37.99515,145.08222,21.5,,1.0,3195.0,109.0,550.0,2000.0
Pascoe Vale,Brad,,t,108.0,3,7485.0,-37.72304000000001,144.92864,8.5,2012.0,2.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Nelson,,t,,2,7485.0,-37.72184,144.92969,8.5,2011.0,1.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Jellis,,h,,3,7485.0,-37.72777,144.9339,8.5,1970.0,2.0,3044.0,79.5,280.0,850.0
Pascoe Vale,Nelson,,h,,4,7485.0,-37.71746,144.92955,8.5,,2.0,3044.0,79.5,280.0,850.0
Point Cook,Barry,,h,135.0,3,15542.0,-37.9105,144.73457,14.7,2011.0,2.0,3030.0,68.0,380.0,1300.0
Port Melbourne,Chisholm,,u,,2,8648.0,-37.84079000000001,144.94002,3.5,,2.0,3207.0,152.0,1100.0,3600.0
Port Melbourne,Marshall,,h,,4,8648.0,-37.83247,144.94212,3.5,,2.0,3207.0,152.0,1100.0,3600.0
Prahran,hockingstuart,,h,,2,7717.0,-37.85491,145.00373000000005,4.6,,0.0,3181.0,112.0,713.0,2699.5
Reservoir,Stockdale,,h,135.0,3,21650.0,-37.72747,145.00035,12.0,1950.0,3.0,3073.0,55.0,335.0,1177.5
Reservoir,Stockdale,,h,128.0,3,21650.0,-37.72924,145.02981,12.0,1950.0,1.0,3073.0,55.0,335.0,1177.5
Reservoir,Barry,,h,,3,21650.0,-37.70931,145.01434,12.0,,2.0,3073.0,55.0,335.0,1177.5
Reservoir,Barry,,h,,3,21650.0,-37.69968,145.0054,12.0,,2.0,3073.0,55.0,335.0,1177.5
Reservoir,RW,,h,119.0,4,21650.0,-37.72328,145.01862,12.0,1950.0,4.0,3073.0,55.0,335.0,1177.5
Reservoir,Nelson,,h,,2,21650.0,-37.72422,145.00141000000005,12.0,,1.0,3073.0,55.0,335.0,1177.5
Richmond,Jellis,,h,,4,14949.0,-37.82483,145.00111,2.4,,3.0,3121.0,126.5,831.0,3170.0
Ringwood,Max,,h,106.0,3,7785.0,-37.82136,145.22496999999996,19.9,1960.0,2.0,3134.0,93.0,265.0,999.0
Roxburgh Park,Barry,,h,,3,5833.0,-37.62554,144.92006,20.6,2000.0,2.0,3064.0,49.0,185.0,
South Yarra,Williams,,u,,2,14887.0,-37.83652,144.98522,2.7,,1.0,3141.0,120.0,836.0,3030.0
Springvale,iSell,,h,,4,7412.0,-37.9484,145.15663,20.8,,3.0,3171.0,55.0,,
Springvale South,Biggin,,h,,4,4054.0,-37.97291,145.15334,22.2,,2.0,3172.0,48.0,680.0,2500.0
St Albans,Sweeney,,h,138.0,3,14042.0,-37.74845,144.8144,14.0,1960.0,0.0,3021.0,56.5,350.0,1300.0
Sunbury,Barry,,h,174.0,4,14092.0,-37.57029,144.71163,31.7,1995.0,2.0,3429.0,72.5,,
Sunbury,YPA,,h,161.0,4,14092.0,-37.56284,144.71187,31.7,1995.0,2.0,3429.0,72.5,,
Sunbury,Barry,,h,138.0,3,14092.0,-37.58196,144.71066000000005,31.7,1975.0,4.0,3429.0,72.5,,
Sunbury,Brad,,h,,3,14092.0,-37.58319,144.73685,31.7,,2.0,3429.0,72.5,,
Sunshine North,YPA,,h,,4,4217.0,-37.76899,144.82525,10.5,,1.0,3020.0,40.0,160.0,600.0
Sunshine North,Douglas,,h,,2,4217.0,-37.76701,144.84444,10.5,,3.0,3020.0,40.0,160.0,600.0
Sunshine West,Douglas,,h,131.0,3,6763.0,-37.79128,144.82362,10.5,1968.0,2.0,3020.0,40.0,160.0,600.0
Taylors Lakes,Barry,,h,138.0,3,5336.0,-37.71254,144.80836000000005,15.5,1980.0,1.0,3038.0,70.0,600.0,
Thornbury,McGrath,,h,145.0,3,8870.0,-37.75968,145.02305,7.0,1950.0,3.0,3071.0,89.5,600.0,2443.0
Warrandyte,Fletchers,,h,,4,2003.0,-37.7396,145.22218999999996,21.1,,2.0,3113.0,105.0,562.5,1740.0
Werribee,hockingstuart,,h,163.0,4,16166.0,-37.87215,144.65608,14.7,2001.0,2.0,3030.0,68.0,380.0,1300.0
Werribee,Barry,,h,,4,16166.0,-37.88639000000001,144.6555,14.7,,2.0,3030.0,68.0,380.0,1300.0
Werribee,McNaughton,,h,123.0,3,16166.0,-37.89152,144.68345,14.7,1970.0,1.0,3030.0,68.0,380.0,1300.0
West Footscray,Sweeney,,h,,3,5058.0,-37.80782,144.86586,6.4,,2.0,3012.0,90.5,365.0,1900.0
West Melbourne,Cayzer,,h,,3,2230.0,-37.80557,144.94648999999995,3.1,,1.0,3003.0,120.0,728.0,2500.0
Wheelers Hill,Harcourts,,h,,4,7392.0,-37.90248,145.187,16.7,,2.0,3150.0,80.0,405.0,1490.5
Wheelers Hill,Ray,,h,,3,7392.0,-37.91101,145.17293,16.7,,3.0,3150.0,80.0,405.0,1490.5
Wheelers Hill,Fletchers,,h,,5,7392.0,-37.89856,145.17682,16.7,,2.0,3150.0,80.0,405.0,1490.5
Wheelers Hill,Harcourts,,h,,4,7392.0,-37.90306,145.18171,16.7,,2.0,3150.0,80.0,405.0,1490.5
Williamstown,Williams,,h,,4,6380.0,-37.86338,144.88322,6.8,,2.0,3016.0,180.0,599.5,2095.0
Windsor,Marshall,,t,,3,4380.0,-37.8567,144.99665,4.6,,2.0,3181.0,112.0,713.0,2699.5
Aberfeldie,Nelson,,h,,3,1543.0,-37.75629,144.90626,7.5,,2.0,3040.0,82.0,775.0,4000.0
Airport West,Nelson,,h,163.0,3,3464.0,-37.72812,144.88735,10.4,2017.0,1.0,3042.0,65.0,400.0,1550.0
Airport West,Barry,,h,,3,3464.0,-37.7218,144.88391,10.4,,1.0,3042.0,65.0,400.0,1550.0
Albion,Sweeney,,u,,3,2185.0,-37.77933,144.81679,10.5,,1.0,3020.0,40.0,160.0,600.0
Alphington,Jellis,,h,126.0,3,2211.0,-37.7753,145.0267,5.7,1994.0,1.0,3078.0,79.0,395.0,1850.0
Altona,hockingstuart,,u,75.0,2,5301.0,-37.86933,144.81704,11.0,1975.0,1.0,3018.0,80.0,732.5,1550.5
Ascot Vale,Nelson,,h,92.0,3,6567.0,-37.7822,144.92042,4.3,1950.0,3.0,3032.0,86.5,380.0,1255.0
Ascot Vale,Jellis,,u,178.0,3,6567.0,-37.78344,144.92183,4.3,1900.0,1.0,3032.0,86.5,380.0,1255.0
Ashburton,Jellis,,h,,4,3052.0,-37.87042,145.08099,10.2,,2.0,3147.0,60.0,250.0,
Aspendale,Ray,,h,91.0,3,2824.0,-38.01908,145.09702,21.5,1955.0,2.0,3195.0,109.0,550.0,2000.0
Aspendale Gardens,Ray,,h,,3,2243.0,-38.01909000000001,145.1125,21.5,,1.0,3195.0,109.0,550.0,2000.0
Attwood,YPA,,h,,3,1130.0,-37.67379,144.89826000000005,16.5,,2.0,3049.0,65.0,400.0,
Balwyn North,Fletchers,,h,,4,7809.0,-37.79609,145.08478,9.7,,1.0,3104.0,80.0,450.0,1750.0
Bayswater North,One,,h,193.0,4,3598.0,-37.82778,145.28958,23.2,1975.0,2.0,3153.0,50.5,952.0,3512.0
Beaumaris,Buxton,,h,,3,5366.0,-37.99007,145.03588,17.3,,2.0,3193.0,147.5,1855.0,7470.0
Beaumaris,Ray,,h,124.0,3,5366.0,-37.97289,145.05078999999995,17.3,1950.0,2.0,3193.0,147.5,1855.0,7470.0
Bentleigh,Greg,,h,,3,6795.0,-37.92716,145.03778,11.4,,2.0,3204.0,71.0,590.0,2251.0
Bentleigh,Buxton,,h,,4,6795.0,-37.91637,145.05177,11.4,1975.0,2.0,3204.0,71.0,590.0,2251.0
Black Rock,Ray,,h,,4,2866.0,-37.97951,145.02515,17.3,1950.0,2.0,3193.0,147.5,1855.0,7470.0
Black Rock,Chisholm,,h,,4,2866.0,-37.9757,145.02535,17.3,,4.0,3193.0,147.5,1855.0,7470.0
Blackburn,Fletchers,,h,194.0,3,5713.0,-37.81231,145.1642,13.4,1945.0,3.0,3130.0,96.0,410.0,1790.0
Blackburn North,Ray,,h,,4,2867.0,-37.80096,145.1488,13.4,,2.0,3130.0,96.0,410.0,1790.0
Braybrook,S&L,,h,,3,3589.0,-37.78481,144.8623,8.6,,4.0,3019.0,58.0,200.0,
Broadmeadows,YPA,,h,,3,4294.0,-37.69103,144.91857,14.0,,1.0,3047.0,40.0,475.0,
Broadmeadows,Barry,,h,,4,4294.0,-37.68563,144.92998,14.0,,2.0,3047.0,40.0,475.0,
Brunswick West,Nelson,,h,106.0,3,7082.0,-37.75918,144.94829,5.2,1910.0,1.0,3055.0,71.0,497.5,1750.0
Brunswick West,Nelson,,h,180.0,4,7082.0,-37.75465,144.94144,5.2,2004.0,2.0,3055.0,71.0,497.5,1750.0
Bulleen,Barry,,h,161.0,3,4480.0,-37.77892,145.09281,10.8,1970.0,1.0,3105.0,65.0,528.0,2000.0
Burwood,Fletchers,,h,258.0,4,5678.0,-37.84248,145.10181,10.4,2000.0,4.0,3125.0,60.0,265.0,870.0
Canterbury,Jellis,,h,,4,3265.0,-37.82875,145.08403,8.4,,2.0,3126.0,140.0,922.0,2702.0
Carlton,Harrington,,h,128.0,3,6786.0,-37.79667,144.97204,1.6,1880.0,1.0,3053.0,90.0,840.0,2850.0
Cheltenham,O'Brien,,h,,3,9758.0,-37.96258,145.08038,17.9,,2.0,3192.0,100.0,750.0,2450.0
Clayton South,C21,,h,,3,4734.0,-37.93086,145.11073000000005,17.5,,2.0,3169.0,71.0,286.5,951.5
Clayton South,Buxton,,h,98.0,3,4734.0,-37.93539000000001,145.11986000000005,17.5,1950.0,2.0,3169.0,71.0,286.5,951.5
Clayton South,C21,,h,,3,4734.0,-37.95988,145.13279,17.5,,2.0,3169.0,71.0,286.5,951.5
Clayton South,C21,,h,,3,4734.0,-37.94128,145.11406000000005,17.5,,1.0,3169.0,71.0,286.5,951.5
Clifton Hill,Collins,,h,,2,2954.0,-37.79158,144.99586000000005,3.6,1890.0,1.0,3068.0,102.5,720.0,2502.0
Coburg,Nelson,,h,,3,11204.0,-37.75392,144.97468999999995,6.7,,2.0,3058.0,75.0,430.0,1700.0
Collingwood,Jellis,,u,,2,4553.0,-37.80236,144.98481999999996,2.0,,2.0,3066.0,120.0,830.0,3150.0
Craigieburn,YPA,,h,110.0,4,15510.0,-37.61114,144.93683,20.6,1990.0,0.0,3064.0,49.0,185.0,
Deer Park,hockingstuart,,h,125.0,3,6388.0,-37.7687,144.75833,14.8,1996.0,2.0,3023.0,71.0,500.0,
Derrimut,FN,,h,,3,2276.0,-37.79691,144.7669,14.7,,2.0,3030.0,68.0,380.0,1300.0
Diamond Creek,Mason,,h,,4,4258.0,-37.67515,145.1655,21.8,,2.0,3089.0,82.5,350.0,
Dingley Village,Buxton,,h,168.0,4,3940.0,-37.98145,145.12833999999995,22.2,1970.0,3.0,3172.0,48.0,680.0,2500.0
Doncaster,Ray,,h,,4,9028.0,-37.77109,145.1338,12.4,,1.0,3108.0,138.0,1300.0,5400.0
Doncaster,Jellis,,h,,5,9028.0,-37.78133,145.10833,12.4,,2.0,3108.0,138.0,1300.0,5400.0
Doncaster East,Ray,,h,,3,10999.0,-37.78649,145.16773999999995,14.3,,2.0,3109.0,98.0,669.0,2019.0
Doncaster East,Jellis,,h,,5,10999.0,-37.78658,145.16086,14.3,,2.0,3109.0,98.0,669.0,2019.0
Doncaster East,Ray,,h,,5,10999.0,-37.79348,145.15241,14.3,,3.0,3109.0,98.0,669.0,2019.0
Donvale,Philip,,u,,2,4790.0,-37.80528,145.19057,16.1,,1.0,3111.0,119.0,700.0,2217.0
Doreen,Mason,,h,150.0,3,7254.0,-37.5875,145.11883999999995,25.9,2011.0,1.0,3754.0,96.0,450.0,1650.0
Eltham,Buckingham,,u,,2,6990.0,-37.71513,145.15323999999995,18.0,,1.0,3095.0,120.0,550.0,2750.0
Eltham North,Buckingham,,h,198.0,4,2346.0,-37.68739,145.14437,18.0,1990.0,2.0,3095.0,120.0,550.0,2750.0
Epping,RW,,h,,3,10926.0,-37.63011,145.02936,19.6,2011.0,1.0,3076.0,48.0,435.0,1620.0
Epping,Barry,,h,148.0,3,10926.0,-37.64372,145.03761,19.6,1970.0,2.0,3076.0,48.0,435.0,1620.0
Epping,HAR,,u,,2,10926.0,-37.64888,145.02313,19.6,,1.0,3076.0,48.0,435.0,1620.0
Essendon,Nelson,,h,169.0,3,9264.0,-37.74635,144.9229,7.5,,2.0,3040.0,82.0,775.0,4000.0
Ferntree Gully,Ray,,h,,4,10788.0,-37.88393,145.26225,24.8,1970.0,2.0,3156.0,98.0,,
Ferntree Gully,Schroeder,,h,145.0,3,10788.0,-37.89555,145.27625,24.8,1995.0,1.0,3156.0,98.0,,
Flemington,Jellis,,h,98.0,3,3593.0,-37.78449000000001,144.93482,3.4,1900.0,0.0,3031.0,82.0,502.5,1813.0
Flemington,Jellis,,h,96.0,2,3593.0,-37.78363,144.92997,3.4,1890.0,1.0,3031.0,82.0,502.5,1813.0
Footscray,hockingstuart,,h,123.0,2,7570.0,-37.79047,144.88289,5.1,1930.0,2.0,3011.0,65.0,350.0,1300.0
Frankston,Ray,,h,125.0,3,17055.0,-38.1386,145.12142,38.0,1970.0,2.0,3199.0,109.0,600.0,2604.0
Frankston South,Ray,,h,158.0,4,7566.0,-38.16475,145.1345,38.0,1985.0,4.0,3199.0,109.0,600.0,2604.0
Gisborne,Raine,,h,,3,3376.0,-37.50624000000001,144.58133999999995,45.9,,2.0,3437.0,,,
Gisborne,Raine,,h,189.0,4,3376.0,-37.49674,144.62618,45.9,1985.0,2.0,3437.0,,,
Gladstone Park,Barry,,h,,3,3285.0,-37.69271,144.891,12.9,,3.0,3043.0,71.0,700.0,1502.0
Gladstone Park,Barry,,h,,3,3285.0,-37.68899,144.88273,12.9,,4.0,3043.0,71.0,700.0,1502.0
Glen Iris,Marshall,,h,158.0,3,10412.0,-37.86578,145.06886,7.3,1935.0,2.0,3146.0,100.0,765.0,2800.0
Glen Iris,Jellis,,h,,5,10412.0,-37.85855,145.07775,7.3,,2.0,3146.0,100.0,765.0,2800.0
Glen Iris,Marshall,,h,,4,10412.0,-37.85557,145.06534,7.3,1980.0,2.0,3146.0,100.0,765.0,2800.0
Glen Iris,hockingstuart,,t,,2,10412.0,-37.85698,145.04686,7.3,,1.0,3146.0,100.0,765.0,2800.0
Glen Waverley,Harcourts,,h,164.0,4,15321.0,-37.87738,145.18083,16.7,1970.0,2.0,3150.0,80.0,405.0,1490.5
Glen Waverley,Ray,,t,,4,15321.0,-37.89868,145.14635,16.7,1936.0,2.0,3150.0,80.0,405.0,1490.5
Glen Waverley,hockingstuart,,h,,5,15321.0,-37.89891,145.15341,16.7,,3.0,3150.0,80.0,405.0,1490.5
Glen Waverley,Harcourts,,h,,4,15321.0,-37.87432,145.18766000000005,16.7,,2.0,3150.0,80.0,405.0,1490.5
Glenroy,Stockdale,,h,,3,8870.0,-37.70234,144.92123,11.2,,1.0,3046.0,60.0,400.0,630.0
Glenroy,Nelson,,h,92.0,2,8870.0,-37.70175,144.93578,11.2,1955.0,2.0,3046.0,60.0,400.0,630.0
Greensborough,Nelson,,h,192.0,5,8524.0,-37.7008,145.09974,16.1,1955.0,2.0,3088.0,65.0,250.0,955.0
Hadfield,Barry,,h,104.0,3,2606.0,-37.70444000000001,144.95273999999995,11.2,1970.0,3.0,3046.0,60.0,400.0,630.0
Hampton,McGrath,,h,,3,5454.0,-37.94435,145.00927,13.8,,2.0,3188.0,163.0,650.0,2500.0
Hawthorn,Kay,,h,,3,11308.0,-37.81753,145.01988,5.3,,2.0,3122.0,86.5,600.0,2974.0
Hawthorn East,Kay,,h,,3,6482.0,-37.82425,145.05552,6.2,,3.0,3123.0,101.0,700.0,3700.0
Hawthorn East,Abercromby's,,h,,3,6482.0,-37.83277,145.04373,6.2,,2.0,3123.0,101.0,700.0,3700.0
Heathmont,Ray,,h,207.0,4,3794.0,-37.82507,145.24058,21.3,2016.0,2.0,3135.0,75.0,,
Heathmont,Fletchers,,h,,4,3794.0,-37.83481,145.23238999999995,21.3,,2.0,3135.0,75.0,,
Heathmont,RW,,h,200.0,5,3794.0,-37.83145,145.22826,21.3,1980.0,2.0,3135.0,75.0,,
Heidelberg Heights,Miles,,h,,3,2947.0,-37.73799,145.0522,8.8,,1.0,3081.0,59.0,300.0,775.0
Highett,Charlton,,h,187.0,4,4794.0,-37.94957,145.0246,16.0,1960.0,2.0,3190.0,120.0,800.0,3200.0
Hillside,Barry,,h,,4,5556.0,-37.69144,144.74643,18.0,,2.0,3037.0,57.5,249.0,949.0
Hoppers Crossing,Reliance,,h,129.0,3,13830.0,-37.8835,144.68447,18.4,1975.0,2.0,3029.0,58.0,350.0,1200.0
Ivanhoe East,Nelson,,h,128.0,3,1554.0,-37.77536,145.06295,7.8,1930.0,1.0,3079.0,84.5,550.0,1975.0
Keilor,Daniel,,h,104.0,3,2339.0,-37.71296,144.82223,14.5,1975.0,2.0,3036.0,100.0,,
Keilor Downs,Brad,,h,177.0,4,3656.0,-37.72086,144.79399999999995,15.5,1985.0,2.0,3038.0,70.0,600.0,
Keilor East,Nelson,,h,,4,5629.0,-37.74872,144.87558,11.7,,3.0,3033.0,60.0,270.0,850.0
Keilor East,Nelson,,h,202.0,4,5629.0,-37.74375,144.87487,11.7,1961.0,2.0,3033.0,60.0,270.0,850.0
Keilor East,Nelson,,h,,3,5629.0,-37.73514,144.86778,11.7,,1.0,3033.0,60.0,270.0,850.0
Keilor East,Nelson,,h,,3,5629.0,-37.73951,144.86798000000005,11.7,,1.0,3033.0,60.0,270.0,850.0
Keilor Lodge,Brad,,h,,3,570.0,-37.69727,144.79371,15.5,1991.0,2.0,3038.0,70.0,600.0,
Kew,Woodards,,h,,3,10331.0,-37.79793,145.03833999999995,5.4,,3.0,3101.0,96.0,500.0,1300.0
Kew East,hockingstuart,,h,,3,2671.0,-37.79733,145.06047,7.3,,2.0,3102.0,77.5,1589.0,5627.0
Kew East,Marshall,,h,,4,2671.0,-37.79349000000001,145.04611,7.3,,1.0,3102.0,77.5,1589.0,5627.0
Kew East,RT,,h,,3,2671.0,-37.78896,145.04728,7.3,,1.0,3102.0,77.5,1589.0,5627.0
Kew East,Fletchers,,h,,4,2671.0,-37.79187,145.0487,7.3,,3.0,3102.0,77.5,1589.0,5627.0
Kingsville,Jas,,h,,3,1808.0,-37.81045,144.87311,6.4,,4.0,3012.0,90.5,365.0,1900.0
Kingsville,Jas,,h,122.0,3,1808.0,-37.81196,144.88208999999995,6.4,1910.0,0.0,3012.0,90.5,365.0,1900.0
Lalor,Stockdale,,h,,3,8279.0,-37.66649,145.0125,16.3,,1.0,3075.0,157.0,200.0,800.0
Lalor,HAR,,h,,3,8279.0,-37.66486,145.02014,16.3,,1.0,3075.0,157.0,200.0,800.0
Maidstone,Biggin,,h,131.0,2,3873.0,-37.78947,144.88105,6.4,1950.0,2.0,3012.0,90.5,365.0,1900.0
Malvern,Marshall,,h,156.0,3,4675.0,-37.86115,145.03217,5.9,1900.0,0.0,3144.0,140.0,627.5,3000.0
Malvern East,Jellis,,h,,4,8801.0,-37.87427,145.05014,8.4,,2.0,3145.0,82.0,350.0,925.0
Malvern East,Marshall,,h,,3,8801.0,-37.87742,145.06162,8.4,,2.0,3145.0,82.0,350.0,925.0
Meadow Heights,Stockdale,,h,129.0,3,4704.0,-37.64343,144.91193,17.4,1992.0,2.0,3048.0,50.0,,
Melton South,hockingstuart,,h,104.0,4,4718.0,-37.71077,144.57198,29.8,1980.0,2.0,3338.0,96.0,550.0,
Mernda,HAR,,h,245.0,4,5812.0,-37.60686,145.08615,25.9,,2.0,3754.0,96.0,450.0,1650.0
Middle Park,Greg,,h,,2,2019.0,-37.8503,144.96376,3.0,,1.0,3206.0,165.0,900.0,3209.0
Mill Park,Love,,h,,3,10529.0,-37.65027,145.06136,17.9,,2.0,3082.0,37.5,,
Mill Park,Darren,,h,270.0,4,10529.0,-37.67217,145.0642,17.9,1985.0,3.0,3082.0,37.5,,
Mitcham,Noel,,h,187.0,3,6871.0,-37.81059000000001,145.18975,17.2,1970.0,2.0,3132.0,62.0,,
Mont Albert,hockingstuart,,u,,2,2079.0,-37.81452,145.10884,10.2,,1.0,3127.0,72.0,444.5,1699.0
Moonee Ponds,Nelson,,h,118.0,3,6232.0,-37.76464,144.91035,6.2,1910.0,1.0,3039.0,79.5,385.0,1400.0
Moonee Ponds,Jellis,,h,172.0,3,6232.0,-37.75947,144.92542,6.2,2007.0,2.0,3039.0,79.5,385.0,1400.0
Mooroolbark,Fletchers,,h,97.0,3,8280.0,-37.78329,145.32271,26.5,1960.0,1.0,3138.0,68.0,,
Mulgrave,Harcourts,,h,,3,7113.0,-37.92509,145.16754,18.8,,1.0,3170.0,42.0,,
Murrumbeena,Buxton,,t,,3,4442.0,-37.90584000000001,145.06169,10.1,,2.0,3163.0,71.5,446.5,2040.0
Newport,Sweeney,,h,181.0,4,5498.0,-37.84445,144.87966,6.2,1910.0,2.0,3015.0,96.0,559.5,1974.0
Newport,RT,,h,,4,5498.0,-37.84471,144.86594,6.2,2005.0,2.0,3015.0,96.0,559.5,1974.0
Niddrie,Nelson,,h,251.0,4,2291.0,-37.74101,144.88478,10.4,2017.0,2.0,3042.0,65.0,400.0,1550.0
North Warrandyte,Gardiner,,h,147.0,4,1058.0,-37.72548,145.20868000000004,21.1,1970.0,0.0,3113.0,105.0,562.5,1740.0
Northcote,Jellis,,h,,3,11364.0,-37.77986,145.00772,5.3,1950.0,1.0,3070.0,91.0,520.0,2200.0
Northcote,Nelson,,h,112.0,4,11364.0,-37.76917,144.98606,5.3,1920.0,1.0,3070.0,91.0,520.0,2200.0
Oakleigh,Barry,,h,179.0,4,3224.0,-37.90706,145.09524,12.3,1950.0,1.0,3166.0,60.0,350.0,1358.5
Oakleigh South,Buxton,,h,120.0,3,3692.0,-37.93409000000001,145.08383,15.5,1970.0,2.0,3167.0,46.0,,
Ormond,Buxton,,h,134.0,3,3578.0,-37.90491,145.04568,11.4,1960.0,2.0,3204.0,71.0,590.0,2251.0
Parkdale,Hodges,,h,,4,5087.0,-37.99323,145.0744,21.5,,2.0,3195.0,109.0,550.0,2000.0
Parkdale,Buxton,,h,,4,5087.0,-37.98616,145.08139,21.5,,2.0,3195.0,109.0,550.0,2000.0
Pascoe Vale,Jellis,,h,,3,7485.0,-37.73366,144.94321000000005,8.5,,3.0,3044.0,79.5,280.0,850.0
Port Melbourne,Marshall,,h,,4,8648.0,-37.83467,144.92775,3.5,,2.0,3207.0,152.0,1100.0,3600.0
Port Melbourne,Greg,,h,240.0,3,8648.0,-37.83981,144.9364,3.5,2009.0,2.0,3207.0,152.0,1100.0,3600.0
Port Melbourne,Cayzer,,h,96.0,3,8648.0,-37.83509,144.94286,3.5,1890.0,0.0,3207.0,152.0,1100.0,3600.0
Prahran,Marshall,,h,,1,7717.0,-37.85553,145.00261,4.6,,4.0,3181.0,112.0,713.0,2699.5
Prahran,hockingstuart,,h,200.0,3,7717.0,-37.85793,145.00734,4.6,1966.0,0.0,3181.0,112.0,713.0,2699.5
Preston,RW,,h,,3,14577.0,-37.73787,145.0229,8.4,,2.0,3072.0,71.0,450.0,1300.0
Preston,Nelson,,h,,3,14577.0,-37.73027,145.00189,8.4,1930.0,2.0,3072.0,71.0,450.0,1300.0
Reservoir,Stockdale,,h,,3,21650.0,-37.70486,145.01169,12.0,,3.0,3073.0,55.0,335.0,1177.5
Reservoir,hockingstuart,,h,109.0,3,21650.0,-37.7197,144.99295,12.0,1965.0,1.0,3073.0,55.0,335.0,1177.5
Reservoir,Ray,,h,,2,21650.0,-37.69573,145.01689,12.0,,2.0,3073.0,55.0,335.0,1177.5
Reservoir,RW,,h,,3,21650.0,-37.70846,145.03038999999995,12.0,,2.0,3073.0,55.0,335.0,1177.5
Richmond,Jellis,,h,122.0,3,14949.0,-37.81384,145.00358,2.4,1890.0,0.0,3121.0,126.5,831.0,3170.0
Richmond,Biggin,,h,,3,14949.0,-37.8264,145.00935,2.4,,1.0,3121.0,126.5,831.0,3170.0
Richmond,Jellis,,u,77.0,2,14949.0,-37.81894000000001,145.01314,2.4,2006.0,1.0,3121.0,126.5,831.0,3170.0
Ringwood,hockingstuart,,h,100.0,2,7785.0,-37.80902,145.23561,19.9,1950.0,1.0,3134.0,93.0,265.0,999.0
Ringwood East,Philip,,h,112.0,4,4407.0,-37.80103,145.25368,21.3,1960.0,2.0,3135.0,75.0,,
Ringwood North,Ray,,h,,4,3619.0,-37.78929,145.2458,19.9,,2.0,3134.0,93.0,265.0,999.0
Roxburgh Park,YPA,,h,147.0,3,5833.0,-37.61562,144.92606,20.6,2003.0,2.0,3064.0,49.0,185.0,
Sandringham,Buxton,,h,,5,4497.0,-37.94953,145.00607,15.2,,1.0,3191.0,138.0,835.0,3900.0
Sandringham,Buxton,,h,117.0,3,4497.0,-37.94901,145.01167,15.2,1915.0,2.0,3191.0,138.0,835.0,3900.0
Seaford,hockingstuart,,h,130.0,3,8077.0,-38.09864,145.13128999999995,35.4,1963.0,1.0,3198.0,90.0,560.0,1940.0
South Melbourne,Marshall,,h,78.0,2,5943.0,-37.83423,144.95243,1.9,1900.0,0.0,3205.0,144.0,999.0,3525.0
South Morang,The,,h,152.0,3,7969.0,-37.6366,145.07226,20.5,2005.0,2.0,3752.0,44.0,,
Sunbury,L,,h,114.0,3,14092.0,-37.57281,144.70015,31.7,,0.0,3429.0,72.5,,
Sunbury,Brad,,h,,3,14092.0,-37.57367,144.71842,31.7,,2.0,3429.0,72.5,,
Sunshine North,Douglas,,h,130.0,3,4217.0,-37.77388,144.84368999999995,10.5,1960.0,2.0,3020.0,40.0,160.0,600.0
Templestowe Lower,Barry,,h,147.0,4,5420.0,-37.76918,145.10445,12.4,1965.0,2.0,3107.0,80.0,350.0,1400.0
Wantirna,Ray,,h,176.0,4,5424.0,-37.85298,145.23935,14.7,1975.0,4.0,3152.0,68.5,690.0,2514.0
